sample_idx,attribute_idx,attribute_name,source_id,attribute_strength,seed
183,0,5_o_Clock_Shadow,celeba_hq_00183,1.0,225
184,0,5_o_Clock_Shadow,celeba_hq_00184,1.0,226
185,0,5_o_Clock_Shadow,celeba_hq_00185,1.0,227
186,0,5_o_Clock_Shadow,celeba_hq_00186,1.0,228
187,0,5_o_Clock_Shadow,celeba_hq_00187,1.0,229
188,0,5_o_Clock_Shadow,celeba_hq_00188,1.0,230
189,0,5_o_Clock_Shadow,celeba_hq_00189,1.0,231
190,0,5_o_Clock_Shadow,celeba_hq_00190,1.0,232
191,0,5_o_Clock_Shadow,celeba_hq_00191,1.0,233
192,0,5_o_Clock_Shadow,celeba_hq_00192,1.0,234
193,0,5_o_Clock_Shadow,celeba_hq_00193,1.0,235
194,0,5_o_Clock_Shadow,celeba_hq_00194,1.0,236
195,0,5_o_Clock_Shadow,celeba_hq_00195,1.0,237
196,0,5_o_Clock_Shadow,celeba_hq_00196,1.0,238
197,0,5_o_Clock_Shadow,celeba_hq_00197,1.0,239
198,0,5_o_Clock_Shadow,celeba_hq_00198,1.0,240
199,0,5_o_Clock_Shadow,celeba_hq_00199,1.0,241
200,0,5_o_Clock_Shadow,celeba_hq_00200,1.0,242
201,0,5_o_Clock_Shadow,celeba_hq_00201,1.0,243
202,0,5_o_Clock_Shadow,celeba_hq_00202,1.0,244
203,0,5_o_Clock_Shadow,celeba_hq_00203,1.0,245
204,0,5_o_Clock_Shadow,celeba_hq_00204,1.0,246
205,0,5_o_Clock_Shadow,celeba_hq_00205,1.0,247
206,0,5_o_Clock_Shadow,celeba_hq_00206,1.0,248
207,0,5_o_Clock_Shadow,celeba_hq_00207,1.0,249
208,0,5_o_Clock_Shadow,celeba_hq_00208,1.0,250
209,0,5_o_Clock_Shadow,celeba_hq_00209,1.0,251
210,0,5_o_Clock_Shadow,celeba_hq_00210,1.0,252
211,0,5_o_Clock_Shadow,celeba_hq_00211,1.0,253
212,0,5_o_Clock_Shadow,celeba_hq_00212,1.0,254
213,0,5_o_Clock_Shadow,celeba_hq_00213,1.0,255
214,0,5_o_Clock_Shadow,celeba_hq_00214,1.0,256
215,0,5_o_Clock_Shadow,celeba_hq_00215,1.0,257
216,0,5_o_Clock_Shadow,celeba_hq_00216,1.0,258
217,0,5_o_Clock_Shadow,celeba_hq_00217,1.0,259
218,0,5_o_Clock_Shadow,celeba_hq_00218,1.0,260
219,0,5_o_Clock_Shadow,celeba_hq_00219,1.0,261
220,0,5_o_Clock_Shadow,celeba_hq_00220,1.0,262
221,0,5_o_Clock_Shadow,celeba_hq_00221,1.0,263
222,0,5_o_Clock_Shadow,celeba_hq_00222,1.0,264
223,0,5_o_Clock_Shadow,celeba_hq_00223,1.0,265
224,0,5_o_Clock_Shadow,celeba_hq_00224,1.0,266
225,0,5_o_Clock_Shadow,celeba_hq_00225,1.0,267
226,0,5_o_Clock_Shadow,celeba_hq_00226,1.0,268
227,0,5_o_Clock_Shadow,celeba_hq_00227,1.0,269
228,0,5_o_Clock_Shadow,celeba_hq_00228,1.0,270
229,0,5_o_Clock_Shadow,celeba_hq_00229,1.0,271
230,0,5_o_Clock_Shadow,celeba_hq_00230,1.0,272
231,0,5_o_Clock_Shadow,celeba_hq_00231,1.0,273
232,0,5_o_Clock_Shadow,celeba_hq_00232,1.0,274
233,0,5_o_Clock_Shadow,celeba_hq_00233,1.0,275
234,0,5_o_Clock_Shadow,celeba_hq_00234,1.0,276
235,0,5_o_Clock_Shadow,celeba_hq_00235,1.0,277
236,0,5_o_Clock_Shadow,celeba_hq_00236,1.0,278
237,0,5_o_Clock_Shadow,celeba_hq_00237,1.0,279
238,0,5_o_Clock_Shadow,celeba_hq_00238,1.0,280
239,0,5_o_Clock_Shadow,celeba_hq_00239,1.0,281
240,0,5_o_Clock_Shadow,celeba_hq_00240,1.0,282
241,0,5_o_Clock_Shadow,celeba_hq_00241,1.0,283
242,0,5_o_Clock_Shadow,celeba_hq_00242,1.0,284
243,0,5_o_Clock_Shadow,celeba_hq_00243,1.0,285
244,0,5_o_Clock_Shadow,celeba_hq_00244,1.0,286
245,0,5_o_Clock_Shadow,celeba_hq_00245,1.0,287
246,0,5_o_Clock_Shadow,celeba_hq_00246,1.0,288
247,0,5_o_Clock_Shadow,celeba_hq_00247,1.0,289
248,0,5_o_Clock_Shadow,celeba_hq_00248,1.0,290
249,0,5_o_Clock_Shadow,celeba_hq_00249,1.0,291
250,0,5_o_Clock_Shadow,celeba_hq_00250,1.0,292
251,0,5_o_Clock_Shadow,celeba_hq_00251,1.0,293
252,0,5_o_Clock_Shadow,celeba_hq_00252,1.0,294
253,0,5_o_Clock_Shadow,celeba_hq_00253,1.0,295
254,0,5_o_Clock_Shadow,celeba_hq_00254,1.0,296
255,0,5_o_Clock_Shadow,celeba_hq_00255,1.0,297
256,0,5_o_Clock_Shadow,celeba_hq_00256,1.0,298
257,0,5_o_Clock_Shadow,celeba_hq_00257,1.0,299
258,0,5_o_Clock_Shadow,celeba_hq_00258,1.0,300
259,0,5_o_Clock_Shadow,celeba_hq_00259,1.0,301
260,0,5_o_Clock_Shadow,celeba_hq_00260,1.0,302
261,0,5_o_Clock_Shadow,celeba_hq_00261,1.0,303
262,0,5_o_Clock_Shadow,celeba_hq_00262,1.0,304
263,0,5_o_Clock_Shadow,celeba_hq_00263,1.0,305
264,0,5_o_Clock_Shadow,celeba_hq_00264,1.0,306
265,0,5_o_Clock_Shadow,celeba_hq_00265,1.0,307
266,0,5_o_Clock_Shadow,celeba_hq_00266,1.0,308
267,0,5_o_Clock_Shadow,celeba_hq_00267,1.0,309
268,0,5_o_Clock_Shadow,celeba_hq_00268,1.0,310
269,0,5_o_Clock_Shadow,celeba_hq_00269,1.0,311
270,0,5_o_Clock_Shadow,celeba_hq_00270,1.0,312
271,0,5_o_Clock_Shadow,celeba_hq_00271,1.0,313
272,0,5_o_Clock_Shadow,celeba_hq_00272,1.0,314
273,0,5_o_Clock_Shadow,celeba_hq_00273,1.0,315
274,0,5_o_Clock_Shadow,celeba_hq_00274,1.0,316
275,0,5_o_Clock_Shadow,celeba_hq_00275,1.0,317
276,0,5_o_Clock_Shadow,celeba_hq_00276,1.0,318
277,0,5_o_Clock_Shadow,celeba_hq_00277,1.0,319
278,0,5_o_Clock_Shadow,celeba_hq_00278,1.0,320
279,0,5_o_Clock_Shadow,celeba_hq_00279,1.0,321
280,0,5_o_Clock_Shadow,celeba_hq_00280,1.0,322
281,0,5_o_Clock_Shadow,celeba_hq_00281,1.0,323
282,0,5_o_Clock_Shadow,celeba_hq_00282,1.0,324
283,0,5_o_Clock_Shadow,celeba_hq_00283,1.0,325
284,0,5_o_Clock_Shadow,celeba_hq_00284,1.0,326
285,0,5_o_Clock_Shadow,celeba_hq_00285,1.0,327
286,0,5_o_Clock_Shadow,celeba_hq_00286,1.0,328
287,0,5_o_Clock_Shadow,celeba_hq_00287,1.0,329
288,0,5_o_Clock_Shadow,celeba_hq_00288,1.0,330
289,0,5_o_Clock_Shadow,celeba_hq_00289,1.0,331
290,0,5_o_Clock_Shadow,celeba_hq_00290,1.0,332
291,0,5_o_Clock_Shadow,celeba_hq_00291,1.0,333
292,0,5_o_Clock_Shadow,celeba_hq_00292,1.0,334
293,0,5_o_Clock_Shadow,celeba_hq_00293,1.0,335
294,0,5_o_Clock_Shadow,celeba_hq_00294,1.0,336
295,0,5_o_Clock_Shadow,celeba_hq_00295,1.0,337
296,0,5_o_Clock_Shadow,celeba_hq_00296,1.0,338
297,0,5_o_Clock_Shadow,celeba_hq_00297,1.0,339
298,0,5_o_Clock_Shadow,celeba_hq_00298,1.0,340
299,0,5_o_Clock_Shadow,celeba_hq_00299,1.0,341
300,0,5_o_Clock_Shadow,celeba_hq_00300,1.0,342
301,0,5_o_Clock_Shadow,celeba_hq_00301,1.0,343
302,0,5_o_Clock_Shadow,celeba_hq_00302,1.0,344
303,0,5_o_Clock_Shadow,celeba_hq_00303,1.0,345
304,0,5_o_Clock_Shadow,celeba_hq_00304,1.0,346
305,0,5_o_Clock_Shadow,celeba_hq_00305,1.0,347
306,0,5_o_Clock_Shadow,celeba_hq_00306,1.0,348
307,0,5_o_Clock_Shadow,celeba_hq_00307,1.0,349
308,0,5_o_Clock_Shadow,celeba_hq_00308,1.0,350
309,0,5_o_Clock_Shadow,celeba_hq_00309,1.0,351
310,0,5_o_Clock_Shadow,celeba_hq_00310,1.0,352
311,0,5_o_Clock_Shadow,celeba_hq_00311,1.0,353
312,0,5_o_Clock_Shadow,celeba_hq_00312,1.0,354
313,0,5_o_Clock_Shadow,celeba_hq_00313,1.0,355
314,0,5_o_Clock_Shadow,celeba_hq_00314,1.0,356
315,0,5_o_Clock_Shadow,celeba_hq_00315,1.0,357
316,0,5_o_Clock_Shadow,celeba_hq_00316,1.0,358
317,0,5_o_Clock_Shadow,celeba_hq_00317,1.0,359
318,0,5_o_Clock_Shadow,celeba_hq_00318,1.0,360
319,0,5_o_Clock_Shadow,celeba_hq_00319,1.0,361
320,0,5_o_Clock_Shadow,celeba_hq_00320,1.0,362
321,0,5_o_Clock_Shadow,celeba_hq_00321,1.0,363
322,0,5_o_Clock_Shadow,celeba_hq_00322,1.0,364
323,0,5_o_Clock_Shadow,celeba_hq_00323,1.0,365
324,0,5_o_Clock_Shadow,celeba_hq_00324,1.0,366
325,0,5_o_Clock_Shadow,celeba_hq_00325,1.0,367
326,0,5_o_Clock_Shadow,celeba_hq_00326,1.0,368
327,0,5_o_Clock_Shadow,celeba_hq_00327,1.0,369
328,0,5_o_Clock_Shadow,celeba_hq_00328,1.0,370
329,0,5_o_Clock_Shadow,celeba_hq_00329,1.0,371
330,0,5_o_Clock_Shadow,celeba_hq_00330,1.0,372
331,0,5_o_Clock_Shadow,celeba_hq_00331,1.0,373
332,0,5_o_Clock_Shadow,celeba_hq_00332,1.0,374
333,0,5_o_Clock_Shadow,celeba_hq_00333,1.0,375
334,0,5_o_Clock_Shadow,celeba_hq_00334,1.0,376
335,0,5_o_Clock_Shadow,celeba_hq_00335,1.0,377
336,0,5_o_Clock_Shadow,celeba_hq_00336,1.0,378
337,0,5_o_Clock_Shadow,celeba_hq_00337,1.0,379
338,0,5_o_Clock_Shadow,celeba_hq_00338,1.0,380
339,0,5_o_Clock_Shadow,celeba_hq_00339,1.0,381
340,0,5_o_Clock_Shadow,celeba_hq_00340,1.0,382
341,0,5_o_Clock_Shadow,celeba_hq_00341,1.0,383
342,0,5_o_Clock_Shadow,celeba_hq_00342,1.0,384
343,0,5_o_Clock_Shadow,celeba_hq_00343,1.0,385
344,0,5_o_Clock_Shadow,celeba_hq_00344,1.0,386
345,0,5_o_Clock_Shadow,celeba_hq_00345,1.0,387
346,0,5_o_Clock_Shadow,celeba_hq_00346,1.0,388
347,0,5_o_Clock_Shadow,celeba_hq_00347,1.0,389
348,0,5_o_Clock_Shadow,celeba_hq_00348,1.0,390
349,0,5_o_Clock_Shadow,celeba_hq_00349,1.0,391
350,0,5_o_Clock_Shadow,celeba_hq_00350,1.0,392
351,0,5_o_Clock_Shadow,celeba_hq_00351,1.0,393
352,0,5_o_Clock_Shadow,celeba_hq_00352,1.0,394
353,0,5_o_Clock_Shadow,celeba_hq_00353,1.0,395
354,0,5_o_Clock_Shadow,celeba_hq_00354,1.0,396
355,0,5_o_Clock_Shadow,celeba_hq_00355,1.0,397
356,0,5_o_Clock_Shadow,celeba_hq_00356,1.0,398
357,0,5_o_Clock_Shadow,celeba_hq_00357,1.0,399
358,0,5_o_Clock_Shadow,celeba_hq_00358,1.0,400
359,0,5_o_Clock_Shadow,celeba_hq_00359,1.0,401
360,0,5_o_Clock_Shadow,celeba_hq_00360,1.0,402
361,0,5_o_Clock_Shadow,celeba_hq_00361,1.0,403
362,0,5_o_Clock_Shadow,celeba_hq_00362,1.0,404
363,0,5_o_Clock_Shadow,celeba_hq_00363,1.0,405
364,0,5_o_Clock_Shadow,celeba_hq_00364,1.0,406
365,0,5_o_Clock_Shadow,celeba_hq_00365,1.0,407
366,0,5_o_Clock_Shadow,celeba_hq_00366,1.0,408
367,0,5_o_Clock_Shadow,celeba_hq_00367,1.0,409
368,0,5_o_Clock_Shadow,celeba_hq_00368,1.0,410
369,0,5_o_Clock_Shadow,celeba_hq_00369,1.0,411
370,0,5_o_Clock_Shadow,celeba_hq_00370,1.0,412
371,0,5_o_Clock_Shadow,celeba_hq_00371,1.0,413
372,0,5_o_Clock_Shadow,celeba_hq_00372,1.0,414
373,0,5_o_Clock_Shadow,celeba_hq_00373,1.0,415
374,0,5_o_Clock_Shadow,celeba_hq_00374,1.0,416
375,0,5_o_Clock_Shadow,celeba_hq_00375,1.0,417
376,0,5_o_Clock_Shadow,celeba_hq_00376,1.0,418
377,0,5_o_Clock_Shadow,celeba_hq_00377,1.0,419
378,0,5_o_Clock_Shadow,celeba_hq_00378,1.0,420
379,0,5_o_Clock_Shadow,celeba_hq_00379,1.0,421
380,0,5_o_Clock_Shadow,celeba_hq_00380,1.0,422
381,0,5_o_Clock_Shadow,celeba_hq_00381,1.0,423
382,0,5_o_Clock_Shadow,celeba_hq_00382,1.0,424
383,0,5_o_Clock_Shadow,celeba_hq_00383,1.0,425
384,0,5_o_Clock_Shadow,celeba_hq_00384,1.0,426
385,0,5_o_Clock_Shadow,celeba_hq_00385,1.0,427
386,0,5_o_Clock_Shadow,celeba_hq_00386,1.0,428
387,0,5_o_Clock_Shadow,celeba_hq_00387,1.0,429
388,0,5_o_Clock_Shadow,celeba_hq_00388,1.0,430
389,0,5_o_Clock_Shadow,celeba_hq_00389,1.0,431
390,0,5_o_Clock_Shadow,celeba_hq_00390,1.0,432
391,0,5_o_Clock_Shadow,celeba_hq_00391,1.0,433
392,0,5_o_Clock_Shadow,celeba_hq_00392,1.0,434
393,0,5_o_Clock_Shadow,celeba_hq_00393,1.0,435
394,0,5_o_Clock_Shadow,celeba_hq_00394,1.0,436
395,0,5_o_Clock_Shadow,celeba_hq_00395,1.0,437
396,0,5_o_Clock_Shadow,celeba_hq_00396,1.0,438
397,0,5_o_Clock_Shadow,celeba_hq_00397,1.0,439
398,0,5_o_Clock_Shadow,celeba_hq_00398,1.0,440
399,0,5_o_Clock_Shadow,celeba_hq_00399,1.0,441
400,0,5_o_Clock_Shadow,celeba_hq_00400,1.0,442
401,0,5_o_Clock_Shadow,celeba_hq_00401,1.0,443
402,0,5_o_Clock_Shadow,celeba_hq_00402,1.0,444
403,0,5_o_Clock_Shadow,celeba_hq_00403,1.0,445
404,0,5_o_Clock_Shadow,celeba_hq_00404,1.0,446
405,0,5_o_Clock_Shadow,celeba_hq_00405,1.0,447
406,0,5_o_Clock_Shadow,celeba_hq_00406,1.0,448
407,0,5_o_Clock_Shadow,celeba_hq_00407,1.0,449
408,0,5_o_Clock_Shadow,celeba_hq_00408,1.0,450
409,0,5_o_Clock_Shadow,celeba_hq_00409,1.0,451
410,0,5_o_Clock_Shadow,celeba_hq_00410,1.0,452
411,0,5_o_Clock_Shadow,celeba_hq_00411,1.0,453
412,0,5_o_Clock_Shadow,celeba_hq_00412,1.0,454
413,0,5_o_Clock_Shadow,celeba_hq_00413,1.0,455
414,0,5_o_Clock_Shadow,celeba_hq_00414,1.0,456
415,0,5_o_Clock_Shadow,celeba_hq_00415,1.0,457
416,0,5_o_Clock_Shadow,celeba_hq_00416,1.0,458
417,0,5_o_Clock_Shadow,celeba_hq_00417,1.0,459
418,0,5_o_Clock_Shadow,celeba_hq_00418,1.0,460
419,0,5_o_Clock_Shadow,celeba_hq_00419,1.0,461
420,0,5_o_Clock_Shadow,celeba_hq_00420,1.0,462
421,0,5_o_Clock_Shadow,celeba_hq_00421,1.0,463
