pair_id,source_id,target_id,source_path,target_path,mask_reference_path,swap_direction
pair_000037,celeba_015019,celeba_000019,data/CelebA_Dataset/CelebA/015019.jpg,data/CelebA_Dataset/CelebA/000019.jpg,data/CelebA_Dataset/CelebA/000019.jpg,B_id_to_A_context
pair_000038,celeba_000020,celeba_015020,data/CelebA_Dataset/CelebA/000020.jpg,data/CelebA_Dataset/CelebA/015020.jpg,data/CelebA_Dataset/CelebA/015020.jpg,A_id_to_B_context
pair_000039,celeba_015020,celeba_000020,data/CelebA_Dataset/CelebA/015020.jpg,data/CelebA_Dataset/CelebA/000020.jpg,data/CelebA_Dataset/CelebA/000020.jpg,B_id_to_A_context
pair_000040,celeba_000021,celeba_015021,data/CelebA_Dataset/CelebA/000021.jpg,data/CelebA_Dataset/CelebA/015021.jpg,data/CelebA_Dataset/CelebA/015021.jpg,A_id_to_B_context
pair_000041,celeba_015021,celeba_000021,data/CelebA_Dataset/CelebA/015021.jpg,data/CelebA_Dataset/CelebA/000021.jpg,data/CelebA_Dataset/CelebA/000021.jpg,B_id_to_A_context
pair_000042,celeba_000022,celeba_015022,data/CelebA_Dataset/CelebA/000022.jpg,data/CelebA_Dataset/CelebA/015022.jpg,data/CelebA_Dataset/CelebA/015022.jpg,A_id_to_B_context
pair_000043,celeba_015022,celeba_000022,data/CelebA_Dataset/CelebA/015022.jpg,data/CelebA_Dataset/CelebA/000022.jpg,data/CelebA_Dataset/CelebA/000022.jpg,B_id_to_A_context
pair_000044,celeba_000023,celeba_015023,data/CelebA_Dataset/CelebA/000023.jpg,data/CelebA_Dataset/CelebA/015023.jpg,data/CelebA_Dataset/CelebA/015023.jpg,A_id_to_B_context
pair_000045,celeba_015023,celeba_000023,data/CelebA_Dataset/CelebA/015023.jpg,data/CelebA_Dataset/CelebA/000023.jpg,data/CelebA_Dataset/CelebA/000023.jpg,B_id_to_A_context
pair_000046,celeba_000024,celeba_015024,data/CelebA_Dataset/CelebA/000024.jpg,data/CelebA_Dataset/CelebA/015024.jpg,data/CelebA_Dataset/CelebA/015024.jpg,A_id_to_B_context
pair_000047,celeba_015024,celeba_000024,data/CelebA_Dataset/CelebA/015024.jpg,data/CelebA_Dataset/CelebA/000024.jpg,data/CelebA_Dataset/CelebA/000024.jpg,B_id_to_A_context
pair_000048,celeba_000025,celeba_015025,data/CelebA_Dataset/CelebA/000025.jpg,data/CelebA_Dataset/CelebA/015025.jpg,data/CelebA_Dataset/CelebA/015025.jpg,A_id_to_B_context
pair_000049,celeba_015025,celeba_000025,data/CelebA_Dataset/CelebA/015025.jpg,data/CelebA_Dataset/CelebA/000025.jpg,data/CelebA_Dataset/CelebA/000025.jpg,B_id_to_A_context
pair_000050,celeba_000026,celeba_015026,data/CelebA_Dataset/CelebA/000026.jpg,data/CelebA_Dataset/CelebA/015026.jpg,data/CelebA_Dataset/CelebA/015026.jpg,A_id_to_B_context
pair_000051,celeba_015026,celeba_000026,data/CelebA_Dataset/CelebA/015026.jpg,data/CelebA_Dataset/CelebA/000026.jpg,data/CelebA_Dataset/CelebA/000026.jpg,B_id_to_A_context
pair_000052,celeba_000027,celeba_015027,data/CelebA_Dataset/CelebA/000027.jpg,data/CelebA_Dataset/CelebA/015027.jpg,data/CelebA_Dataset/CelebA/015027.jpg,A_id_to_B_context
pair_000053,celeba_015027,celeba_000027,data/CelebA_Dataset/CelebA/015027.jpg,data/CelebA_Dataset/CelebA/000027.jpg,data/CelebA_Dataset/CelebA/000027.jpg,B_id_to_A_context
pair_000054,celeba_000028,celeba_015028,data/CelebA_Dataset/CelebA/000028.jpg,data/CelebA_Dataset/CelebA/015028.jpg,data/CelebA_Dataset/CelebA/015028.jpg,A_id_to_B_context
pair_000055,celeba_015028,celeba_000028,data/CelebA_Dataset/CelebA/015028.jpg,data/CelebA_Dataset/CelebA/000028.jpg,data/CelebA_Dataset/CelebA/000028.jpg,B_id_to_A_context
pair_000056,celeba_000029,celeba_015029,data/CelebA_Dataset/CelebA/000029.jpg,data/CelebA_Dataset/CelebA/015029.jpg,data/CelebA_Dataset/CelebA/015029.jpg,A_id_to_B_context
pair_000057,celeba_015029,celeba_000029,data/CelebA_Dataset/CelebA/015029.jpg,data/CelebA_Dataset/CelebA/000029.jpg,data/CelebA_Dataset/CelebA/000029.jpg,B_id_to_A_context
pair_000058,celeba_000030,celeba_015030,data/CelebA_Dataset/CelebA/000030.jpg,data/CelebA_Dataset/CelebA/015030.jpg,data/CelebA_Dataset/CelebA/015030.jpg,A_id_to_B_context
pair_000059,celeba_015030,celeba_000030,data/CelebA_Dataset/CelebA/015030.jpg,data/CelebA_Dataset/CelebA/000030.jpg,data/CelebA_Dataset/CelebA/000030.jpg,B_id_to_A_context
pair_000060,celeba_000031,celeba_015031,data/CelebA_Dataset/CelebA/000031.jpg,data/CelebA_Dataset/CelebA/015031.jpg,data/CelebA_Dataset/CelebA/015031.jpg,A_id_to_B_context
pair_000061,celeba_015031,celeba_000031,data/CelebA_Dataset/CelebA/015031.jpg,data/CelebA_Dataset/CelebA/000031.jpg,data/CelebA_Dataset/CelebA/000031.jpg,B_id_to_A_context
pair_000062,celeba_000032,celeba_015032,data/CelebA_Dataset/CelebA/000032.jpg,data/CelebA_Dataset/CelebA/015032.jpg,data/CelebA_Dataset/CelebA/015032.jpg,A_id_to_B_context
pair_000063,celeba_015032,celeba_000032,data/CelebA_Dataset/CelebA/015032.jpg,data/CelebA_Dataset/CelebA/000032.jpg,data/CelebA_Dataset/CelebA/000032.jpg,B_id_to_A_context
pair_000064,celeba_000033,celeba_015033,data/CelebA_Dataset/CelebA/000033.jpg,data/CelebA_Dataset/CelebA/015033.jpg,data/CelebA_Dataset/CelebA/015033.jpg,A_id_to_B_context
pair_000065,celeba_015033,celeba_000033,data/CelebA_Dataset/CelebA/015033.jpg,data/CelebA_Dataset/CelebA/000033.jpg,data/CelebA_Dataset/CelebA/000033.jpg,B_id_to_A_context
pair_000066,celeba_000034,celeba_015034,data/CelebA_Dataset/CelebA/000034.jpg,data/CelebA_Dataset/CelebA/015034.jpg,data/CelebA_Dataset/CelebA/015034.jpg,A_id_to_B_context
pair_000067,celeba_015034,celeba_000034,data/CelebA_Dataset/CelebA/015034.jpg,data/CelebA_Dataset/CelebA/000034.jpg,data/CelebA_Dataset/CelebA/000034.jpg,B_id_to_A_context
pair_000068,celeba_000035,celeba_015035,data/CelebA_Dataset/CelebA/000035.jpg,data/CelebA_Dataset/CelebA/015035.jpg,data/CelebA_Dataset/CelebA/015035.jpg,A_id_to_B_context
pair_000069,celeba_015035,celeba_000035,data/CelebA_Dataset/CelebA/015035.jpg,data/CelebA_Dataset/CelebA/000035.jpg,data/CelebA_Dataset/CelebA/000035.jpg,B_id_to_A_context
pair_000070,celeba_000036,celeba_015036,data/CelebA_Dataset/CelebA/000036.jpg,data/CelebA_Dataset/CelebA/015036.jpg,data/CelebA_Dataset/CelebA/015036.jpg,A_id_to_B_context
pair_000071,celeba_015036,celeba_000036,data/CelebA_Dataset/CelebA/015036.jpg,data/CelebA_Dataset/CelebA/000036.jpg,data/CelebA_Dataset/CelebA/000036.jpg,B_id_to_A_context
pair_000072,celeba_000037,celeba_015037,data/CelebA_Dataset/CelebA/000037.jpg,data/CelebA_Dataset/CelebA/015037.jpg,data/CelebA_Dataset/CelebA/015037.jpg,A_id_to_B_context
pair_000073,celeba_015037,celeba_000037,data/CelebA_Dataset/CelebA/015037.jpg,data/CelebA_Dataset/CelebA/000037.jpg,data/CelebA_Dataset/CelebA/000037.jpg,B_id_to_A_context
pair_000074,celeba_000038,celeba_015038,data/CelebA_Dataset/CelebA/000038.jpg,data/CelebA_Dataset/CelebA/015038.jpg,data/CelebA_Dataset/CelebA/015038.jpg,A_id_to_B_context
pair_000075,celeba_015038,celeba_000038,data/CelebA_Dataset/CelebA/015038.jpg,data/CelebA_Dataset/CelebA/000038.jpg,data/CelebA_Dataset/CelebA/000038.jpg,B_id_to_A_context
pair_000076,celeba_000039,celeba_015039,data/CelebA_Dataset/CelebA/000039.jpg,data/CelebA_Dataset/CelebA/015039.jpg,data/CelebA_Dataset/CelebA/015039.jpg,A_id_to_B_context
pair_000077,celeba_015039,celeba_000039,data/CelebA_Dataset/CelebA/015039.jpg,data/CelebA_Dataset/CelebA/000039.jpg,data/CelebA_Dataset/CelebA/000039.jpg,B_id_to_A_context
pair_000078,celeba_000040,celeba_015040,data/CelebA_Dataset/CelebA/000040.jpg,data/CelebA_Dataset/CelebA/015040.jpg,data/CelebA_Dataset/CelebA/015040.jpg,A_id_to_B_context
pair_000079,celeba_015040,celeba_000040,data/CelebA_Dataset/CelebA/015040.jpg,data/CelebA_Dataset/CelebA/000040.jpg,data/CelebA_Dataset/CelebA/000040.jpg,B_id_to_A_context
pair_000080,celeba_000041,celeba_015041,data/CelebA_Dataset/CelebA/000041.jpg,data/CelebA_Dataset/CelebA/015041.jpg,data/CelebA_Dataset/CelebA/015041.jpg,A_id_to_B_context
pair_000081,celeba_015041,celeba_000041,data/CelebA_Dataset/CelebA/015041.jpg,data/CelebA_Dataset/CelebA/000041.jpg,data/CelebA_Dataset/CelebA/000041.jpg,B_id_to_A_context
pair_000082,celeba_000042,celeba_015042,data/CelebA_Dataset/CelebA/000042.jpg,data/CelebA_Dataset/CelebA/015042.jpg,data/CelebA_Dataset/CelebA/015042.jpg,A_id_to_B_context
pair_000083,celeba_015042,celeba_000042,data/CelebA_Dataset/CelebA/015042.jpg,data/CelebA_Dataset/CelebA/000042.jpg,data/CelebA_Dataset/CelebA/000042.jpg,B_id_to_A_context
pair_000084,celeba_000043,celeba_015043,data/CelebA_Dataset/CelebA/000043.jpg,data/CelebA_Dataset/CelebA/015043.jpg,data/CelebA_Dataset/CelebA/015043.jpg,A_id_to_B_context
pair_000085,celeba_015043,celeba_000043,data/CelebA_Dataset/CelebA/015043.jpg,data/CelebA_Dataset/CelebA/000043.jpg,data/CelebA_Dataset/CelebA/000043.jpg,B_id_to_A_context
pair_000086,celeba_000044,celeba_015044,data/CelebA_Dataset/CelebA/000044.jpg,data/CelebA_Dataset/CelebA/015044.jpg,data/CelebA_Dataset/CelebA/015044.jpg,A_id_to_B_context
pair_000087,celeba_015044,celeba_000044,data/CelebA_Dataset/CelebA/015044.jpg,data/CelebA_Dataset/CelebA/000044.jpg,data/CelebA_Dataset/CelebA/000044.jpg,B_id_to_A_context
pair_000088,celeba_000045,celeba_015045,data/CelebA_Dataset/CelebA/000045.jpg,data/CelebA_Dataset/CelebA/015045.jpg,data/CelebA_Dataset/CelebA/015045.jpg,A_id_to_B_context
pair_000089,celeba_015045,celeba_000045,data/CelebA_Dataset/CelebA/015045.jpg,data/CelebA_Dataset/CelebA/000045.jpg,data/CelebA_Dataset/CelebA/000045.jpg,B_id_to_A_context
pair_000090,celeba_000046,celeba_015046,data/CelebA_Dataset/CelebA/000046.jpg,data/CelebA_Dataset/CelebA/015046.jpg,data/CelebA_Dataset/CelebA/015046.jpg,A_id_to_B_context
pair_000091,celeba_015046,celeba_000046,data/CelebA_Dataset/CelebA/015046.jpg,data/CelebA_Dataset/CelebA/000046.jpg,data/CelebA_Dataset/CelebA/000046.jpg,B_id_to_A_context
pair_000092,celeba_000047,celeba_015047,data/CelebA_Dataset/CelebA/000047.jpg,data/CelebA_Dataset/CelebA/015047.jpg,data/CelebA_Dataset/CelebA/015047.jpg,A_id_to_B_context
pair_000093,celeba_015047,celeba_000047,data/CelebA_Dataset/CelebA/015047.jpg,data/CelebA_Dataset/CelebA/000047.jpg,data/CelebA_Dataset/CelebA/000047.jpg,B_id_to_A_context
pair_000094,celeba_000048,celeba_015048,data/CelebA_Dataset/CelebA/000048.jpg,data/CelebA_Dataset/CelebA/015048.jpg,data/CelebA_Dataset/CelebA/015048.jpg,A_id_to_B_context
pair_000095,celeba_015048,celeba_000048,data/CelebA_Dataset/CelebA/015048.jpg,data/CelebA_Dataset/CelebA/000048.jpg,data/CelebA_Dataset/CelebA/000048.jpg,B_id_to_A_context
pair_000096,celeba_000049,celeba_015049,data/CelebA_Dataset/CelebA/000049.jpg,data/CelebA_Dataset/CelebA/015049.jpg,data/CelebA_Dataset/CelebA/015049.jpg,A_id_to_B_context
pair_000097,celeba_015049,celeba_000049,data/CelebA_Dataset/CelebA/015049.jpg,data/CelebA_Dataset/CelebA/000049.jpg,data/CelebA_Dataset/CelebA/000049.jpg,B_id_to_A_context
pair_000098,celeba_000050,celeba_015050,data/CelebA_Dataset/CelebA/000050.jpg,data/CelebA_Dataset/CelebA/015050.jpg,data/CelebA_Dataset/CelebA/015050.jpg,A_id_to_B_context
pair_000099,celeba_015050,celeba_000050,data/CelebA_Dataset/CelebA/015050.jpg,data/CelebA_Dataset/CelebA/000050.jpg,data/CelebA_Dataset/CelebA/000050.jpg,B_id_to_A_context
pair_000100,celeba_000051,celeba_015051,data/CelebA_Dataset/CelebA/000051.jpg,data/CelebA_Dataset/CelebA/015051.jpg,data/CelebA_Dataset/CelebA/015051.jpg,A_id_to_B_context
pair_000101,celeba_015051,celeba_000051,data/CelebA_Dataset/CelebA/015051.jpg,data/CelebA_Dataset/CelebA/000051.jpg,data/CelebA_Dataset/CelebA/000051.jpg,B_id_to_A_context
pair_000102,celeba_000052,celeba_015052,data/CelebA_Dataset/CelebA/000052.jpg,data/CelebA_Dataset/CelebA/015052.jpg,data/CelebA_Dataset/CelebA/015052.jpg,A_id_to_B_context
pair_000103,celeba_015052,celeba_000052,data/CelebA_Dataset/CelebA/015052.jpg,data/CelebA_Dataset/CelebA/000052.jpg,data/CelebA_Dataset/CelebA/000052.jpg,B_id_to_A_context
pair_000104,celeba_000053,celeba_015053,data/CelebA_Dataset/CelebA/000053.jpg,data/CelebA_Dataset/CelebA/015053.jpg,data/CelebA_Dataset/CelebA/015053.jpg,A_id_to_B_context
pair_000105,celeba_015053,celeba_000053,data/CelebA_Dataset/CelebA/015053.jpg,data/CelebA_Dataset/CelebA/000053.jpg,data/CelebA_Dataset/CelebA/000053.jpg,B_id_to_A_context
pair_000106,celeba_000054,celeba_015054,data/CelebA_Dataset/CelebA/000054.jpg,data/CelebA_Dataset/CelebA/015054.jpg,data/CelebA_Dataset/CelebA/015054.jpg,A_id_to_B_context
pair_000107,celeba_015054,celeba_000054,data/CelebA_Dataset/CelebA/015054.jpg,data/CelebA_Dataset/CelebA/000054.jpg,data/CelebA_Dataset/CelebA/000054.jpg,B_id_to_A_context
pair_000108,celeba_000055,celeba_015055,data/CelebA_Dataset/CelebA/000055.jpg,data/CelebA_Dataset/CelebA/015055.jpg,data/CelebA_Dataset/CelebA/015055.jpg,A_id_to_B_context
pair_000109,celeba_015055,celeba_000055,data/CelebA_Dataset/CelebA/015055.jpg,data/CelebA_Dataset/CelebA/000055.jpg,data/CelebA_Dataset/CelebA/000055.jpg,B_id_to_A_context
pair_000110,celeba_000056,celeba_015056,data/CelebA_Dataset/CelebA/000056.jpg,data/CelebA_Dataset/CelebA/015056.jpg,data/CelebA_Dataset/CelebA/015056.jpg,A_id_to_B_context
pair_000111,celeba_015056,celeba_000056,data/CelebA_Dataset/CelebA/015056.jpg,data/CelebA_Dataset/CelebA/000056.jpg,data/CelebA_Dataset/CelebA/000056.jpg,B_id_to_A_context
pair_000112,celeba_000057,celeba_015057,data/CelebA_Dataset/CelebA/000057.jpg,data/CelebA_Dataset/CelebA/015057.jpg,data/CelebA_Dataset/CelebA/015057.jpg,A_id_to_B_context
pair_000113,celeba_015057,celeba_000057,data/CelebA_Dataset/CelebA/015057.jpg,data/CelebA_Dataset/CelebA/000057.jpg,data/CelebA_Dataset/CelebA/000057.jpg,B_id_to_A_context
pair_000114,celeba_000058,celeba_015058,data/CelebA_Dataset/CelebA/000058.jpg,data/CelebA_Dataset/CelebA/015058.jpg,data/CelebA_Dataset/CelebA/015058.jpg,A_id_to_B_context
pair_000115,celeba_015058,celeba_000058,data/CelebA_Dataset/CelebA/015058.jpg,data/CelebA_Dataset/CelebA/000058.jpg,data/CelebA_Dataset/CelebA/000058.jpg,B_id_to_A_context
pair_000116,celeba_000059,celeba_015059,data/CelebA_Dataset/CelebA/000059.jpg,data/CelebA_Dataset/CelebA/015059.jpg,data/CelebA_Dataset/CelebA/015059.jpg,A_id_to_B_context
pair_000117,celeba_015059,celeba_000059,data/CelebA_Dataset/CelebA/015059.jpg,data/CelebA_Dataset/CelebA/000059.jpg,data/CelebA_Dataset/CelebA/000059.jpg,B_id_to_A_context
pair_000118,celeba_000060,celeba_015060,data/CelebA_Dataset/CelebA/000060.jpg,data/CelebA_Dataset/CelebA/015060.jpg,data/CelebA_Dataset/CelebA/015060.jpg,A_id_to_B_context
pair_000119,celeba_015060,celeba_000060,data/CelebA_Dataset/CelebA/015060.jpg,data/CelebA_Dataset/CelebA/000060.jpg,data/CelebA_Dataset/CelebA/000060.jpg,B_id_to_A_context
pair_000120,celeba_000061,celeba_015061,data/CelebA_Dataset/CelebA/000061.jpg,data/CelebA_Dataset/CelebA/015061.jpg,data/CelebA_Dataset/CelebA/015061.jpg,A_id_to_B_context
pair_000121,celeba_015061,celeba_000061,data/CelebA_Dataset/CelebA/015061.jpg,data/CelebA_Dataset/CelebA/000061.jpg,data/CelebA_Dataset/CelebA/000061.jpg,B_id_to_A_context
pair_000122,celeba_000062,celeba_015062,data/CelebA_Dataset/CelebA/000062.jpg,data/CelebA_Dataset/CelebA/015062.jpg,data/CelebA_Dataset/CelebA/015062.jpg,A_id_to_B_context
pair_000123,celeba_015062,celeba_000062,data/CelebA_Dataset/CelebA/015062.jpg,data/CelebA_Dataset/CelebA/000062.jpg,data/CelebA_Dataset/CelebA/000062.jpg,B_id_to_A_context
pair_000124,celeba_000063,celeba_015063,data/CelebA_Dataset/CelebA/000063.jpg,data/CelebA_Dataset/CelebA/015063.jpg,data/CelebA_Dataset/CelebA/015063.jpg,A_id_to_B_context
pair_000125,celeba_015063,celeba_000063,data/CelebA_Dataset/CelebA/015063.jpg,data/CelebA_Dataset/CelebA/000063.jpg,data/CelebA_Dataset/CelebA/000063.jpg,B_id_to_A_context
pair_000126,celeba_000064,celeba_015064,data/CelebA_Dataset/CelebA/000064.jpg,data/CelebA_Dataset/CelebA/015064.jpg,data/CelebA_Dataset/CelebA/015064.jpg,A_id_to_B_context
pair_000127,celeba_015064,celeba_000064,data/CelebA_Dataset/CelebA/015064.jpg,data/CelebA_Dataset/CelebA/000064.jpg,data/CelebA_Dataset/CelebA/000064.jpg,B_id_to_A_context
pair_000128,celeba_000065,celeba_015065,data/CelebA_Dataset/CelebA/000065.jpg,data/CelebA_Dataset/CelebA/015065.jpg,data/CelebA_Dataset/CelebA/015065.jpg,A_id_to_B_context
pair_000129,celeba_015065,celeba_000065,data/CelebA_Dataset/CelebA/015065.jpg,data/CelebA_Dataset/CelebA/000065.jpg,data/CelebA_Dataset/CelebA/000065.jpg,B_id_to_A_context
pair_000130,celeba_000066,celeba_015066,data/CelebA_Dataset/CelebA/000066.jpg,data/CelebA_Dataset/CelebA/015066.jpg,data/CelebA_Dataset/CelebA/015066.jpg,A_id_to_B_context
pair_000131,celeba_015066,celeba_000066,data/CelebA_Dataset/CelebA/015066.jpg,data/CelebA_Dataset/CelebA/000066.jpg,data/CelebA_Dataset/CelebA/000066.jpg,B_id_to_A_context
pair_000132,celeba_000067,celeba_015067,data/CelebA_Dataset/CelebA/000067.jpg,data/CelebA_Dataset/CelebA/015067.jpg,data/CelebA_Dataset/CelebA/015067.jpg,A_id_to_B_context
pair_000133,celeba_015067,celeba_000067,data/CelebA_Dataset/CelebA/015067.jpg,data/CelebA_Dataset/CelebA/000067.jpg,data/CelebA_Dataset/CelebA/000067.jpg,B_id_to_A_context
pair_000134,celeba_000068,celeba_015068,data/CelebA_Dataset/CelebA/000068.jpg,data/CelebA_Dataset/CelebA/015068.jpg,data/CelebA_Dataset/CelebA/015068.jpg,A_id_to_B_context
pair_000135,celeba_015068,celeba_000068,data/CelebA_Dataset/CelebA/015068.jpg,data/CelebA_Dataset/CelebA/000068.jpg,data/CelebA_Dataset/CelebA/000068.jpg,B_id_to_A_context
